Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Fix Version/s.1,Component/s,Due Date,Votes,Labels,Labels.1,Labels.2,Labels.3,Labels.4,Labels.5,Labels.6,Description,Environment,Watchers,Watchers.1,Watchers.2,Watchers.3,Watchers.4,Watchers.5,Watchers.6,Watchers.7,Watchers.8,Watchers.9,Watchers.10,Watchers.11,Watchers.12,Watchers.13,Watchers.14,Watchers.15,Log Work,Log Work.1,Log Work.2,Log Work.3,Log Work.4,Log Work.5,Log Work.6,Log Work.7,Log Work.8,Log Work.9,Log Work.10,Log Work.11,Log Work.12,Log Work.13,Log Work.14,Log Work.15,Log Work.16,Log Work.17,Log Work.18,Log Work.19,Log Work.20,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks).1,Inward issue link (Blocks).2,Inward issue link (Blocks).3,Inward issue link (Blocks).4,Inward issue link (Blocks).5,Inward issue link (Blocks).6,Inward issue link (Blocks).7,Inward issue link (Blocks).8,Inward issue link (Blocks).9,Inward issue link (Blocks).10,Outward issue link (Blocks),Outward issue link (Blocks).1,Outward issue link (Blocks).2,Outward issue link (Blocks).3,Outward issue link (Blocks).4,Outward issue link (Blocks).5,Outward issue link (Blocks).6,Inward issue link (Cloners),Inward issue link (Cloners).1,Inward issue link (Cloners).2,Inward issue link (Cloners).3,Inward issue link (Cloners).4,Inward issue link (Cloners).5,Outward issue link (Cloners),Outward issue link (Cloners).1,Outward issue link (Cloners).2,Outward issue link (Cloners).3,Outward issue link (Cloners).4,Outward issue link (Cloners).5,Inward issue link (Container Link),Inward issue link (Container Link).1,Inward issue link (Container Link).2,Inward issue link (Container Link).3,Inward issue link (Container Link).4,Inward issue link (Container Link).5,Inward issue link (Container Link).6,Inward issue link (Container Link).7,Inward issue link (Container Link).8,Inward issue link (Container Link).9,Inward issue link (Container Link).10,Inward issue link (Container Link).11,Inward issue link (Container Link).12,Inward issue link (Container Link).13,Inward issue link (Container Link).14,Inward issue link (Container Link).15,Inward issue link (Container Link).16,Inward issue link (Container Link).17,Inward issue link (Container Link).18,Inward issue link (Container Link).19,Inward issue link (Container Link).20,Inward issue link (Container Link).21,Inward issue link (Container Link).22,Inward issue link (Container Link).23,Inward issue link (Container Link).24,Inward issue link (Container Link).25,Inward issue link (Container Link).26,Inward issue link (Container Link).27,Inward issue link (Container Link).28,Outward issue link (Container Link),Outward issue link (Container Link).1,Outward issue link (Container Link).2,Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Implementation),Inward issue link (Implementation).1,Inward issue link (Implementation).2,Inward issue link (Implementation).3,Inward issue link (Implementation).4,Inward issue link (Implementation).5,Inward issue link (Implementation).6,Inward issue link (Implementation).7,Inward issue link (Implementation).8,Inward issue link (Implementation).9,Inward issue link (Implementation).10,Inward issue link (Implementation).11,Inward issue link (Implementation).12,Inward issue link (Implementation).13,Inward issue link (Implementation).14,Inward issue link (Implementation).15,Inward issue link (Implementation).16,Inward issue link (Implementation).17,Inward issue link (Implementation).18,Inward issue link (Implementation).19,Inward issue link (Implementation).20,Inward issue link (Implementation).21,Inward issue link (Implementation).22,Inward issue link (Implementation).23,Inward issue link (Implementation).24,Inward issue link (Implementation).25,Outward issue link (Implementation),Outward issue link (Implementation).1,Outward issue link (Implementation).2,Inward issue link (Inheritance),Inward issue link (Installation),Inward issue link (Installation).1,Outward issue link (Installation),Outward issue link (Installation).1,Outward issue link (Installation).2,Outward issue link (Installation).3,Outward issue link (Installation).4,Inward issue link (Issue split),Inward issue link (Relates),Inward issue link (Relates).1,Inward issue link (Relates).2,Inward issue link (Relates).3,Inward issue link (Relates).4,Inward issue link (Relates).5,Inward issue link (Relates).6,Outward issue link (Relates),Outward issue link (Relates).1,Outward issue link (Relates).2,Outward issue link (Relates).3,Outward issue link (Relates).4,Outward issue link (Relates).5,Outward issue link (Relates).6,Outward issue link (Relates).7,Outward issue link (Relates).8,Attachment,Attachment.1,Attachment.2,Attachment.3,Attachment.4,Attachment.5,Attachment.6,Attachment.7,Attachment.8,Attachment.9,Attachment.10,Attachment.11,Attachment.12,Attachment.13,Attachment.14,Attachment.15,Attachment.16,Attachment.17,Attachment.18,Attachment.19,Attachment.20,Attachment.21,Attachment.22,Custom field (ACT Installed on),Custom field (Affects documentation),Custom field (Approver),Custom field (Begin Date),Custom field (CRM ID),Custom field (Conditions),Custom field (Cucumber Scenario),Custom field (Cucumber Test Type),Custom field (Dataset values),Custom field (Decision Notes),Custom field (Deploy earliest),Custom field (Deploy latest),Custom field (Developer),Custom field (End Date),Custom field (Environments),Custom field (Environments).1,Custom field (Environments).2,Custom field (Environments).3,Custom field (Environments).4,Custom field (Environments).5,Custom field (Environments).6,Custom field (Environments).7,Custom field (Environments).8,Custom field (Environments).9,Custom field (Environments).10,Custom field (Environments).11,Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (External issue ID),Custom field (Fixed in configuration),Custom field (Flagged),Custom field (Generic Test Definition),Custom field (Impact Assessment),Custom field (Impacted Area),Custom field (Install Log),Custom field (Involved Persons),Custom field (Involved Persons).1,Custom field (Involved Persons).2,Custom field (Involved Persons).3,Custom field (Involved Persons).4,Custom field (Involved Persons).5,Custom field (Involved Persons).6,Custom field (Linked code change),Custom field (Manual Test Steps),Custom field (Occurred in configuration),Custom field (Original story points),Custom field (PROD Installed on),Custom field (Parent Link),Custom field (Peer Review Notes),Custom field (Planned ACT),Custom field (Planned PROD),Custom field (Planned SIMU),Custom field (Pre-Condition Type),Custom field (Pre-Conditions association with a Test),Custom field (Rank),Custom field (Reporting Team),Custom field (Requirement Status),Custom field (Revision),Custom field (SIMU Installed on),Custom field (Solution Description),Sprint,Sprint.1,Sprint.2,Sprint.3,Sprint.4,Sprint.5,Sprint.6,Sprint.7,Sprint.8,Sprint.9,Sprint.10,Sprint.11,Sprint.12,Sprint.13,Sprint.14,Sprint.15,Sprint.16,Sprint.17,Sprint.18,Sprint.19,Sprint.20,Sprint.21,Sprint.22,Sprint.23,Sprint.24,Sprint.25,Sprint.26,Custom field (Steps Count),Custom field (Story Points),Custom field (Target Env),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Count),Custom field (Test Environments),Custom field (Test Execution Defects),Custom field (Test Execution Status),Custom field (Test Plan),Custom field (Test Plan Status),Custom field (Test Plan Tests Filter),Custom field (Test Plans associated with a Test),Custom field (Test Repository Path),Custom field (Test Set Status),Custom field (Test Sets association with a Test),Custom field (Test Type),Custom field (TestRunStatus),Custom field (Tests associated with a Test Plan),Custom field (Tests association with a Pre-Condition),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Set),Custom field (qTest Defect Code),Custom field (~InternalFields_savedAssignee),Comment,Comment.1,Comment.2,Comment.3,Comment.4,Comment.5,Comment.6,Comment.7,Comment.8,Comment.9,Comment.10,Comment.11,Comment.12,Comment.13,Comment.14,Comment.15,Comment.16,Comment.17,Comment.18,Comment.19,Comment.20,Comment.21,Comment.22,Comment.23,Comment.24,Comment.25,Comment.26,Comment.27,Comment.28,Comment.29,Comment.30,Comment.31,Comment.32,Comment.33,Comment.34,Comment.35,Comment.36,Comment.37,Comment.38,Comment.39,Comment.40,Comment.41
Check and raise OS ulimit for all Cloudera releated users on all servers,STXIO-3790599,3338633,,Task,In Progress,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,Medium,,usr72888,usrcd159,usrcd159,21/Mar/2025 17:03,18/May/2026 10:40,20/May/2026 12:53,,,,,,31/Dec/9999 00:00,0,Continuous,DP,Initiative_BAU,List_of_Tasks_2025,,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|
|BAU|Check and raise OS ulimit for all Cloudera releated users on all servers|ongoing|DP|Daily Business|Roberto Turati| | |1| |0|",,wp631,,,,,,,,,,,,,,,,;16/Jun/2025 10:47;bn298;1200,;25/Jun/2025 11:44;bn298;3600,;15/Aug/2025 10:42;bn298;10800,;17/Nov/2025 11:51;bn298;7200,,,,,,,,,,,,,,,,,,,0,22800,,,0,22800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bn298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hyo45r:,,,,,,2026/05 May/H1,2026/05 May/H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781163,""testStatuses"":[]}",,,,,,,,,,,,,,,,21/Apr/2026 13:30;wp631;Updated sprint to Apr H2 since this was not correctly updated when closing Apr H1.;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleaning of zeppelin obsolete processes on Cluster SIM and PRD,STXIO-1684650,4052878,,Task,In Progress,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,Medium,,usr72888,usrcd159,usrcd159,21/Mar/2025 17:02,18/May/2026 10:40,20/May/2026 12:53,,,,,,31/Dec/9999 00:00,0,Continuous,DP,Initiative_BAU,List_of_Tasks_2025,,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|
|BAU|Cleaning of zeppelin obsolete processes on Cluster SIM and PRD|ongoing|DP|Weekly Business|Roberto Turati| | |1| |0|

 ",,wp631,,,,,,,,,,,,,,,,;10/Jun/2025 09:48;bn298;1800,;25/Jun/2025 11:44;bn298;900,;22/Jul/2025 12:52;bn298;900,;29/Jul/2025 15:12;bn298;3600,;15/Aug/2025 10:42;bn298;600,;24/Oct/2025 15:08;bn298;900,,,,,,,,,,,,,,,,,0,8700,,,0,8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bn298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hyo45z:,,,,,,2026/05 May/H1,2026/05 May/H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781162,""testStatuses"":[]}",,,,,,,,,,,,,,,,21/Apr/2026 13:30;wp631;Updated sprint to Apr H2 since this was not correctly updated when closing Apr H1.;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adopting interfaces to company standards,STXIO-5255002,4835201,,Service Request,Open,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,Medium,,usr8c027,usrcd159,usrcd159,21/Mar/2025 17:01,12/Feb/2026 13:55,20/May/2026 12:53,,,Infrastructure 2025,Infrastructure 2026,,31/Dec/2025 00:00,0,Initiative_BAU,List_of_Tasks_2025,,,,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|
|BAU|Adopting interfaces to company standards|Must be done 2025|Overall|Development|DWH / DP Team| | |1|1000|125|",,wp631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STXAD-2827,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hymqx3:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781161,""testStatuses"":[]}",,,,,,,,,,,,,,,,28/Apr/2025 09:58;wp631;not required anymore.;;;,16/Jun/2025 13:56;wp631;re-opened to change fixVersion;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meetings , Know How Transfer",STXIO-7989193,2768522,,Service Request,Open,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,Medium,,usr8c027,usrcd159,usrcd159,21/Mar/2025 17:00,12/Feb/2026 13:56,20/May/2026 12:53,,,Infrastructure 2025,Infrastructure 2026,,31/Dec/9999 00:00,0,Initiative_BAU,List_of_Tasks_2025,,,,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|
|BAU|Meetings , Know How Transfer|ongoing|Overall|Daily Business|DWH / DP Team| | |1|3960|495|",,wp631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STXAD-2827,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hymqwn:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781159,""testStatuses"":[]}",,,,,,,,,,,,,,,,28/Apr/2025 10:13;wp631;not required;;;,16/Jun/2025 13:56;wp631;re-opened to change fixVersion;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IIQ (onboarding, violation managment, customer support)",STXIO-2881356,7516429,,Service Request,Open,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,Lowest,,usr00857,usrcd159,usrcd159,21/Mar/2025 16:59,12/Feb/2026 13:56,20/May/2026 12:53,,,Infrastructure 2025,Infrastructure 2026,,31/Dec/9999 00:00,0,AllStatistiX,Continuous,Initiative_BAU,List_of_Tasks_2025,,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|
|BAU|IIQ (onboarding, violation managment, customer support)|ongoing|Overall|Parameter change, Coordination|Christopher Helm| | |1|192|24|",,fx137,wp631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hymqwf:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781158,""testStatuses"":[]}",,,,,,,,,,,,,,,,"14/May/2025 16:04;wp631;Removed epic link to 08b68ec3.internal from STXIO jira, since all jiras in STXIO are infrastructure jiras.;;;",05/Jun/2025 13:21;fx137;generic task not needed;;;,16/Jun/2025 13:56;wp631;re-opened to change fixVersion;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DRP Test , BCM Testing , Review Audit Baseline Documentation",STXIO-3165847,8743570,,Service Request,Open,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,Medium,,usr71f22,usrcd159,usrcd159,21/Mar/2025 16:58,12/Feb/2026 13:55,20/May/2026 12:53,,,Infrastructure 2025,Infrastructure 2026,,31/Dec/2025 00:00,0,allStatistiX,DR&BCM,Initiative_BAU,List_of_Tasks_2025,Security,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|
|BAU|DRP Test , BCM Testing , Review Audit Baseline Documentation|Must be done 2025|Overall|Coordination|Axel Goldbach / Christopher Helm| | |1|320|40|",,wp631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hymqvr:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781155,""testStatuses"":[]}",,,,,,,,,,,,,,,,"14/May/2025 16:04;wp631;Removed epic link to 08b68ec3.internal from STXIO jira, since all jiras in STXIO are infrastructure jiras.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ops, Dev, ACC Team - Support Infrastructure Team",STXIO-4505078,1361731,,Service Request,Open,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,Medium,,usr8c027,usrcd159,usrcd159,21/Mar/2025 16:57,12/Feb/2026 13:56,20/May/2026 12:53,,,Infrastructure 2025,Infrastructure 2026,,31/Dec/9999 00:00,0,Initiative_BAU,List_of_Tasks_2025,,,,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|Comment|
|BAU|Ops, Dev, ACC Team - Support Infrastructure Team|ongoing|Overall|Daily Business|DWH / DP Team| | |1|1600|200|New Transfers, New Accounts / DB User / onboarding new team members / Issue Handling …|",,wp631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STXAD-2827,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hymqvj:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781154,""testStatuses"":[]}",,,,,,,,,,,,,,,,28/Apr/2025 10:11;wp631;Not required.;;;,16/Jun/2025 13:56;wp631;re-opened to change fixVersion;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSS (Firewall Requests and Revalidation),STXIO-1907212,4362434,,Service Request,Open,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,Medium,,usr00857,usrcd159,usrcd159,21/Mar/2025 16:56,12/Feb/2026 13:56,20/May/2026 12:53,,,Infrastructure 2025,Infrastructure 2026,,31/Dec/9999 00:00,0,AllStatistiX,Continuous,Initiative_BAU,List_of_Tasks_2025,,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|Comment| | | | |
|BAU|NSS (Firewall Requests and Revalidation)|ongoing|Overall|Parameter change, Coordination|Christopher Helm| | |1|300|37,5|Monthly revelidation - review cxycle 180 days, new requests plus testing after implementation| | | |TEST|",,fx137,wp631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hymquv:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781151,""testStatuses"":[]}",,,,,,,,,,,,,,,,"14/May/2025 16:03;wp631;Removed epic link to 08b68ec3.internal from STXIO jira, since all jiras in STXIO are infrastructure jiras.;;;",05/Jun/2025 13:20;fx137;was generic;;;,16/Jun/2025 13:56;wp631;re-opened to change fixVersion;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEX BDWH - Security Improvements,STXIO-861978,3107755,,Service Request,Open,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,Medium,,usr00857,usrcd159,usrcd159,21/Mar/2025 16:55,12/Feb/2026 13:55,20/May/2026 12:53,,,Infrastructure 2025,Infrastructure 2026,,31/Dec/9999 00:00,0,Classic,Continuous,Initiative_BAU,List_of_Tasks_2025,,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|Comment| | | | |
|BAU|EEX BDWH - Security Improvements|ongoing|Classic (BDWH)|Parameter change, Coordination|Christopher Helm| | |1|200|25|TLS 1.3 (Infa, CTM, DB ), CyberArk retrieve PW Implementation| | | |INFRA|",,wp631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hymquf:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781149,""testStatuses"":[]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEX BDWH - INFRA Support,STXIO-5586971,2931680,,Service Request,Open,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,Medium,,usr00857,usrcd159,usrcd159,21/Mar/2025 16:54,12/Feb/2026 13:56,20/May/2026 12:53,,,Infrastructure 2025,Infrastructure 2026,,31/Dec/9999 00:00,0,Classic,Continuous,Initiative_BAU,List_of_Tasks_2025,,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|Comment| | | | |
|BAU|EEX BDWH - INFRA Support|ongoing|Classic (BDWH)|Daily Business|Christopher Helm| | |1|200|25|Control-M Bugs / Error Handling| | | |R7|",,wp631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hymqsf:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781140,""testStatuses"":[]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEX BDWH - PEN Test Finding  & VMT Closing,STXIO-5673308,1786265,,Service Request,Open,STXIO,StatistiX Operations & Infrastructure and Security,software,em723,"{noformat:title=Default settings|titleBGColor=LightCyan}
{default-fixversion=Infrastructure 2025}
{noformat}",,High,,usr00857,usrcd159,usrcd159,21/Mar/2025 16:52,12/Feb/2026 13:56,20/May/2026 12:53,,,Infrastructure 2025,Infrastructure 2026,,31/Mar/2025 00:00,0,Classic,Initiative_BAU,List_of_Tasks_2025,Planned_Change,Priority_set,,,"This is created based on ""Tasks 2025.xlsx"". @bjoern please edit and assign accordingly.

 

 
|Initiative|Task|Priority|System|Activity type|Internal Responsible|Company / Developer|Jira|Count|Effort Single|Effort total|Comment| | | | |
|BAU|EEX BDWH - PEN Test Finding  & VMT Closing|Must be done Q1/2025|Classic (BDWH)|Parameter change, Coordination|Christopher Helm| | |1|80|10| | | | |DORA|",,wp631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,2|hymqrb:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""issueId"":1781135,""testStatuses"":[]}",,,,,,,,,,,,,,,,"08/Apr/2025 16:39;wp631;Hi,

As you probably know, I created this jira based on some excel where unrealistic due dates were provided. I did not change the due date because I am lacking the knowledge for providing a proper date - I hope you have this knowledge!

Could you please update the due date of this jira with a realistic date?

Thanks in advance!;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
